eventid,iyear,imonth,country_txt,region_txt,city,latitude,longitude,nkill,nwound
202102050015,2021,2,Pakistan,South Asia,Quetta,30.20082,66.994352,2,2
202102050023,2021,2,Yemen,Middle East & North Africa,Aden,12.849085,45.037275,0,0
202102050028,2021,2,Syria,Middle East & North Africa,Hajin,34.690251,40.833276,0,0
202102060009,2021,2,Somalia,Sub-Saharan Africa,Ceel Dheere,5.369456,46.19144,8,2
202102060010,2021,2,India,South Asia,Srinagar,34.083739,74.789903,0,1
202102060011,2021,2,Iraq,Middle East & North Africa,Mosul,36.354146,43.143571,0,1
202102060014,2021,2,Iraq,Middle East & North Africa,Amiriyat al-Fallujah,33.163557,43.863105,0,1
202102060015,2021,2,Iraq,Middle East & North Africa,Musayyib,32.777344,44.289352,0,0
202102060017,2021,2,Iraq,Middle East & North Africa,Hillah,32.469239,44.416638,0,0
202102060018,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202102060020,2021,2,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,0,3
202102060021,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,2
202102060024,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,2
202102060025,2021,2,Pakistan,South Asia,Turbat,25.999413,63.047451,1,0
202102060028,2021,2,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,1,3
202102060029,2021,2,Somalia,Sub-Saharan Africa,Baidoa,3.115641,43.646581,1,2
202102060036,2021,2,Syria,Middle East & North Africa,Amuda,37.102418,40.931252,0,0
202102060052,2021,2,United Kingdom,Western Europe,Londonderry,55.011561,-7.312044,0,2
202102070001,2021,2,Afghanistan,South Asia,Chamtala,34.332269,70.174724,2,2
202102070003,2021,2,Afghanistan,South Asia,Kunduz,36.70574,68.876969,1,0
202102070004,2021,2,Afghanistan,South Asia,Shibirghan,36.674673,65.748404,3,3
202102070005,2021,2,Afghanistan,South Asia,Maymana,35.921053,64.77454,1,3
202102070006,2021,2,Iraq,Middle East & North Africa,Samarra,34.208416,43.890713,0,0
202102070008,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102070009,2021,2,Afghanistan,South Asia,Herat,34.346721,62.197317,1,0
202102070027,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,2
202102070030,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,0
202102070031,2021,2,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,3,3
202102070032,2021,2,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,0,0
202102070033,2021,2,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,3,4
202102070035,2021,2,Yemen,Middle East & North Africa,Al-Makhdarah,15.559512,44.971462,4,5
202102070036,2021,2,Yemen,Middle East & North Africa,Sirwah,15.449888,45.018687,4,4
202102070038,2021,2,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,4,4
202102070041,2021,2,Somalia,Sub-Saharan Africa,Lafoole,2.099684,45.15723,0,3
202102070042,2021,2,Philippines,Southeast Asia,Manila,14.599352,120.984774,1,0
202102070046,2021,2,Somalia,Sub-Saharan Africa,Dhusamareb,5.537022,46.389051,8,5
202102070051,2021,2,Iraq,Middle East & North Africa,Karbala,32.604392,44.007145,0,1
202102070053,2021,2,Yemen,Middle East & North Africa,Taizz,13.586484,44.024105,0,0
202102080001,2021,2,Afghanistan,South Asia,Barakhanah,34.55273,64.962844,2,2
202102080002,2021,2,Afghanistan,South Asia,Qala-i-Naw,34.990048,63.132541,1,4
202102080006,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202102080009,2021,2,Iraq,Middle East & North Africa,Diwaniyah,31.989581,44.923774,0,0
202102080010,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102080011,2021,2,Afghanistan,South Asia,Charikar,35.018159,69.168991,1,6
202102080012,2021,2,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,1
202102080013,2021,2,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,0
202102080014,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102080015,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,2
202102080025,2021,2,Somalia,Sub-Saharan Africa,Balcad,2.359127,45.383671,0,0
202102080034,2021,2,Egypt,Middle East & North Africa,Gifgafa,30.460683,33.144189,1,0
202102080035,2021,2,Philippines,Southeast Asia,Cotabato City,7.209594,124.241967,1,0
202102080039,2021,2,Syria,Middle East & North Africa,Al-Bab,36.366198,37.512275,0,9
202102080041,2021,2,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,0
202102090002,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,4,0
202102090003,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202102090007,2021,2,Iraq,Middle East & North Africa,Jalawla,34.271035,45.163568,0,1
202102090008,2021,2,Nigeria,Sub-Saharan Africa,Rann,12.268526,14.46611,19,0
202102090026,2021,2,Yemen,Middle East & North Africa,Al-Makhdarah,15.559512,44.971462,0,0
202102090037,2021,2,Yemen,Middle East & North Africa,Hudaydah,14.782391,42.973093,0,0
202102090038,2021,2,Yemen,Middle East & North Africa,Hudaydah,14.782391,42.973093,0,0
202102090045,2021,2,Iraq,Middle East & North Africa,Safra,34.32716,44.726597,0,0
202102090046,2021,2,Iraq,Middle East & North Africa,Safra,34.32716,44.726597,0,0
202102090047,2021,2,Iraq,Middle East & North Africa,Safra,34.32716,44.726597,0,0
202102090048,2021,2,Iraq,Middle East & North Africa,Safra,34.32716,44.726597,0,0
202102090049,2021,2,Iraq,Middle East & North Africa,Safra,34.32716,44.726597,0,0
202102090050,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202102090051,2021,2,Yemen,Middle East & North Africa,Habban,14.354522,47.075779,0,0
202102100002,2021,2,Afghanistan,South Asia,Kandahar,31.631083,65.742227,2,1
202102100003,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,1
202102100004,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,4
202102100006,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202102100011,2021,2,Saudi Arabia,Middle East & North Africa,Khamis Mushayt,18.314752,42.725163,0,0
202102100017,2021,2,Greece,Western Europe,Athens,37.997492,23.762727,0,0
202102100019,2021,2,Afghanistan,South Asia,Kandahar,31.631083,65.742227,2,1
202102100027,2021,2,Iraq,Middle East & North Africa,Yusufiyah,33.07835,44.254721,0,0
202102110005,2021,2,Iraq,Middle East & North Africa,Latifiyah,32.982932,44.361597,0,0
202102110007,2021,2,Afghanistan,South Asia,Maymana,35.921053,64.77454,0,1
202102110008,2021,2,Pakistan,South Asia,Makin,32.622869,69.839325,8,0
202102110013,2021,2,Pakistan,South Asia,Bazidkhel,33.953467,71.542059,1,0
202102110019,2021,2,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,8,0
202102120005,2021,2,Pakistan,South Asia,Gilai,34.821911,71.339097,0,3
202102120006,2021,2,Iraq,Middle East & North Africa,Tulul al-Baj,35.415854,43.114771,0,5
202102120009,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,0
202102120010,2021,2,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,2,0
202102120011,2021,2,Iraq,Middle East & North Africa,Adhaim,34.274928,44.537867,0,0
202102120020,2021,2,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,0,0
202102120022,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102120026,2021,2,Iraq,Middle East & North Africa,Daquq,35.137008,44.446641,2,2
202102120031,2021,2,Syria,Middle East & North Africa,Muhaymidah,35.449755,40.079625,0,3
202102130002,2021,2,Afghanistan,South Asia,Kunduz,36.70574,68.876969,3,3
202102130003,2021,2,Iraq,Middle East & North Africa,Kut,32.533286,45.829453,0,0
202102130004,2021,2,Syria,Middle East & North Africa,Al-Rai,36.612793,37.449031,2,8
202102130006,2021,2,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,3,7
202102130013,2021,2,India,South Asia,Imphal,24.797922,93.940517,0,0
202102130014,2021,2,Yemen,Middle East & North Africa,Mandar,14.727395,42.960963,0,0
202102130022,2021,2,Thailand,Southeast Asia,Rueso,6.39146,101.517299,0,0
202102130026,2021,2,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,0,4
202102130028,2021,2,Iraq,Middle East & North Africa,Samarra,34.208416,43.890713,21,0
202102130035,2021,2,Syria,Middle East & North Africa,Busayrah,35.15681,40.427342,1,5
202102140002,2021,2,Afghanistan,South Asia,Qalat,32.100205,66.901018,6,2
202102140003,2021,2,Afghanistan,South Asia,Tarin Kot,32.61797,65.872373,1,1
202102140010,2021,2,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,3,2
202102140020,2021,2,Saudi Arabia,Middle East & North Africa,Khamis Mushayt,18.314752,42.725163,0,0
202102140023,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102140031,2021,2,Afghanistan,South Asia,Qalat,32.100205,66.901018,4,0
202102150008,2021,2,Iraq,Middle East & North Africa,Rasheed,33.117837,44.369364,0,1
202102150010,2021,2,Iraq,Middle East & North Africa,Abu Sayda,33.926588,44.772063,0,1
202102150011,2021,2,Iraq,Middle East & North Africa,Arbil,36.192587,44.004623,1,9
202102150012,2021,2,Iraq,Middle East & North Africa,Arbil,36.192587,44.004623,0,3
202102150013,2021,2,Pakistan,South Asia,Wana,32.306099,69.579956,2,6
202102150014,2021,2,Iraq,Middle East & North Africa,Arbil,36.192587,44.004623,0,0
202102150016,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202102160001,2021,2,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,2
202102160002,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202102160003,2021,2,Afghanistan,South Asia,Dashti Qala,37.148477,69.456863,6,13
202102160004,2021,2,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,3,0
202102160005,2021,2,India,South Asia,Bijbehara,33.789498,75.103384,0,0
202102160006,2021,2,Democratic Republic of the Congo,Sub-Saharan Africa,Oicha,0.716681,29.50726,4,2
202102160007,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,1,0
202102160015,2021,2,Pakistan,South Asia,Dera Ismail Khan,31.834327,70.909047,1,0
202102160017,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,0
202102160019,2021,2,Syria,Middle East & North Africa,Al-Bab,36.366198,37.512275,2,3
202102160025,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,2
202102170003,2021,2,Afghanistan,South Asia,Hussain Khel,34.492775,69.297074,2,0
202102170009,2021,2,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,0
202102170013,2021,2,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,1,0
202102170014,2021,2,India,South Asia,Srinagar,34.083739,74.789903,1,0
202102170022,2021,2,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,1
202102170039,2021,2,Saudi Arabia,Middle East & North Africa,Khamis Mushayt,18.314752,42.725163,0,0
202102180002,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,0
202102180020,2021,2,Pakistan,South Asia,Quetta,30.20082,66.994352,1,2
202102180024,2021,2,Afghanistan,South Asia,Kandahar,31.631083,65.742227,0,13
202102180025,2021,2,Nigeria,Sub-Saharan Africa,Damboa,11.151905,12.758704,6,0
202102180032,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,0
202102180033,2021,2,Pakistan,South Asia,Sardheri,34.168389,71.841955,0,1
202102190001,2021,2,Nigeria,Sub-Saharan Africa,Dikwa,12.036585,13.917242,0,0
202102190002,2021,2,India,South Asia,Srinagar,34.083739,74.789903,2,0
202102190004,2021,2,Iraq,Middle East & North Africa,Jurf al-Nasr,32.867009,44.220454,1,1
202102190010,2021,2,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,0,0
202102200001,2021,2,United Kingdom,Western Europe,Newry,54.18305,-6.341388,0,0
202102200002,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,3,0
202102200003,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,2,0
202102200004,2021,2,Afghanistan,South Asia,Qalat,32.100205,66.901018,1,2
202102200010,2021,2,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,0
202102200015,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,2
202102200024,2021,2,Germany,Western Europe,Leipzig,51.342239,12.374772,0,0
202102200036,2021,2,Thailand,Southeast Asia,Pa Bon,6.704193,101.103731,1,0
202102200037,2021,2,Yemen,Middle East & North Africa,Taizz,13.586484,44.024105,1,3
202102200041,2021,2,Syria,Middle East & North Africa,Busayrah,35.15681,40.427342,3,5
202102200047,2021,2,Yemen,Middle East & North Africa,Sanaa,15.325444,44.211895,0,0
202102210001,2021,2,Afghanistan,South Asia,Lashkar Gah,31.600826,64.370529,1,15
202102210002,2021,2,Afghanistan,South Asia,Kandahar,31.631083,65.742227,1,0
202102210003,2021,2,Afghanistan,South Asia,Qala-i-Naw,34.990048,63.132541,2,3
202102210004,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,4,5
202102210010,2021,2,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,2,1
202102210011,2021,2,Nigeria,Sub-Saharan Africa,Goniri,11.485018,12.311891,1,0
202102210014,2021,2,Libya,Middle East & North Africa,Janzour,32.82224,13.011413,1,3
202102210018,2021,2,Yemen,Middle East & North Africa,Aden,12.849085,45.037275,0,1
202102210022,2021,2,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,0,1
202102220001,2021,2,Afghanistan,South Asia,Herat,34.346721,62.197317,2,0
202102220011,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102220012,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102220013,2021,2,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,1
202102220014,2021,2,Afghanistan,South Asia,Aziabad,33.34964,62.333716,0,5
202102220024,2021,2,Yemen,Middle East & North Africa,Sawan,15.391668,44.279966,0,0
202102220028,2021,2,Syria,Middle East & North Africa,Ain Issa,36.38588,38.863895,2,7
202102230007,2021,2,Nigeria,Sub-Saharan Africa,Maiduguri,11.840793,13.141391,9,13
202102230009,2021,2,Nigeria,Sub-Saharan Africa,Maiduguri,11.840793,13.141391,4,14
202102230010,2021,2,Nigeria,Sub-Saharan Africa,Maiduguri,11.840793,13.141391,3,14
202102230011,2021,2,Pakistan,South Asia,Dera Ismail Khan,31.834327,70.909047,0,0
202102230015,2021,2,Afghanistan,South Asia,Kabul,34.523842,69.140304,0,0
202102230024,2021,2,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,0,2
202102230031,2021,2,Yemen,Middle East & North Africa,Mukalla,14.54397,49.124579,0,0
202102240004,2021,2,Afghanistan,South Asia,Qudosabad,34.668162,61.109482,6,4
202102240005,2021,2,Syria,Middle East & North Africa,Afrin,36.511639,36.867356,0,3
202102240011,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102240012,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102240013,2021,2,Iraq,Middle East & North Africa,Baghdad,33.303567,44.371771,0,0
202102240014,2021,2,Iraq,Middle East & North Africa,Bismayah,33.203359,44.58669,0,0
202102240015,2021,2,Pakistan,South Asia,Khuzdar,27.809922,66.620955,0,4
202102240016,2021,2,Democratic Republic of the Congo,Sub-Saharan Africa,Oicha,0.696877,29.519697,3,0
202102240034,2021,2,Pakistan,South Asia,Rawalpindi,33.594014,73.069077,0,0
202102240045,2021,2,Syria,Middle East & North Africa,Al-Hawl,36.391728,41.148345,1,0
202102250002,2021,2,Afghanistan,South Asia,Ghazni,33.542623,68.41533,1,1
202102250004,2021,2,Syria,Middle East & North Africa,Ras al-Ain,36.847952,40.070616,4,6
202102250006,2021,2,Nigeria,Sub-Saharan Africa,Mainok,11.829979,12.630177,0,0
202102250007,2021,2,Mali,Sub-Saharan Africa,Dialloube,15.016664,-4.230535,5,5
202102250009,2021,2,Afghanistan,South Asia,Feroz Koh,34.521315,65.249242,3,4
202102250012,2021,2,Iraq,Middle East & North Africa,Qarah Tappah,35.499792,44.234593,0,2
202102250015,2021,2,United States,North America,Los Angeles,34.118202,-118.408488,0,0
202102250018,2021,2,Nigeria,Sub-Saharan Africa,Auno,11.846433,12.935461,0,0
202102250029,2021,2,Yemen,Middle East & North Africa,Al-Makhdarah,15.559512,44.971462,10,0
202102250030,2021,2,Yemen,Middle East & North Africa,Al-Makhdarah,15.559512,44.971462,10,0
202102260001,2021,2,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,0
202102260009,2021,2,Saudi Arabia,Middle East & North Africa,Khamis Mushayt,18.314752,42.725163,0,0
202102260014,2021,2,Iraq,Middle East & North Africa,Sulaymaniyah,35.567007,45.385496,0,1
202102260016,2021,2,Greece,Western Europe,Athens,37.997492,23.762727,0,0
202102260018,2021,2,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,0,0
202102260020,2021,2,Nigeria,Sub-Saharan Africa,Dikwa,12.036585,13.917242,0,0
202102270002,2021,2,Afghanistan,South Asia,Langar,34.870895,63.457944,0,0
202102270003,2021,2,Egypt,Middle East & North Africa,Rafah,31.250196,34.241281,1,0
202102270004,2021,2,Iraq,Middle East & North Africa,Diwaniyah,31.989581,44.923774,0,0
202102270007,2021,2,India,South Asia,Villianur,11.909316,79.7483,0,1
202102270009,2021,2,Nigeria,Sub-Saharan Africa,Mainok,11.829979,12.630177,0,2
202102270010,2021,2,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,1
202102270011,2021,2,Pakistan,South Asia,Islamabad,33.67164,73.056065,3,0
202102270012,2021,2,Greece,Western Europe,Athens,37.997492,23.762727,0,0
202102270015,2021,2,Saudi Arabia,Middle East & North Africa,Riyadh,24.684588,46.70267,0,0
202102270016,2021,2,Saudi Arabia,Middle East & North Africa,Khamis Mushayt,18.314752,42.725163,0,0
202102270023,2021,2,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,0,0
202102280001,2021,3,Afghanistan,South Asia,Laman,34.755188,63.103944,2,0
202102280002,2021,2,Afghanistan,South Asia,Ghazni,33.542623,68.41533,1,7
202102280004,2021,2,Afghanistan,South Asia,Kunduz,36.70574,68.876969,1,0
202102280007,2021,2,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,3,0
202102280008,2021,2,Somalia,Sub-Saharan Africa,Daarul Salaam,2.135504,45.319306,0,0
202102280009,2021,2,Somalia,Sub-Saharan Africa,Mogadishu,2.059818,45.326114,3,0
202102280012,2021,2,Afghanistan,South Asia,Mazari Sharif,36.70993,67.115696,0,3
202102280014,2021,2,Philippines,Southeast Asia,Pagatin,6.980848,124.482922,4,3
202102280020,2021,2,Yemen,Middle East & North Africa,Hazm,16.165407,44.776897,0,0
202102280025,2021,2,Yemen,Middle East & North Africa,Habban,14.354522,47.075779,0,0
202102280027,2021,2,Iraq,Middle East & North Africa,Nasiriyah,31.044371,46.261451,0,0
202102280029,2021,2,Greece,Western Europe,Athens,37.997492,23.762727,0,0
202102280030,2021,2,Greece,Western Europe,Athens,37.997492,23.762727,0,0
202103010002,2021,3,Afghanistan,South Asia,Shibirghan,36.674673,65.748404,1,3
202103010009,2021,3,Somalia,Sub-Saharan Africa,Galkayo,6.774396,47.429032,1,0
202103010010,2021,3,Saudi Arabia,Middle East & North Africa,Jazan,16.893194,42.575261,0,5
202103010011,2021,3,Yemen,Middle East & North Africa,Marib,15.45639,45.324871,1,6
202103010013,2021,3,Nigeria,Sub-Saharan Africa,Dikwa,12.036585,13.917242,6,0
202103010032,2021,3,Afghanistan,South Asia,Farah,32.366905,62.113825,0,2
202103020001,2021,3,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,2,1
202103020002,2021,3,Afghanistan,South Asia,Shibirghan,36.674673,65.748404,1,6
202103020004,2021,3,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,1
202103020007,2021,3,Iraq,Middle East & North Africa,Hillah,32.469239,44.416638,0,0
202103020017,2021,3,Israel,Middle East & North Africa,Jerusalem,31.7716,35.203401,0,0
202103020018,2021,3,United States,North America,Ankeny,41.728457,-93.603265,0,0
202103030002,2021,3,Afghanistan,South Asia,Kabul,34.523842,69.140304,1,0
202103030003,2021,3,Afghanistan,South Asia,Bolan,31.589826,64.337955,1,1
202103030012,2021,3,Iraq,Middle East & North Africa,Yankajah,34.856136,44.569966,1,1
202103030013,2021,3,Afghanistan,South Asia,Farah,32.366905,62.113825,1,1
202103030021,2021,3,Yemen,Middle East & North Africa,Taizz,13.586484,44.024105,0,0
202103040001,2021,3,Afghanistan,South Asia,Jalalabad,34.41712,70.449594,1,1
